,league_key,league_id,name,url,logo_url,draft_status,num_teams,edit_key,weekly_deadline,league_update_timestamp,scoring_type,league_type,renew,renewed,felo_tier,iris_group_chat_id,allow_add_to_dl_extra_pos,is_pro_league,is_cash_league,current_week,start_week,start_date,end_week,end_date,is_finished,is_plus_league,game_code,season,draft_type,is_auction_draft,uses_playoff,has_playoff_consolation_games,playoff_start_week,uses_playoff_reseeding,uses_lock_eliminated_teams,num_playoff_teams,num_playoff_consolation_teams,has_multiweek_championship,waiver_type,waiver_rule,uses_faab,draft_time,draft_pick_time,post_draft_players,max_teams,waiver_time,trade_end_date,trade_ratify_type,trade_reject_time,player_pool,cant_cut_list,draft_together,sendbird_channel_url,max_weekly_adds,uses_median_score,league_premium_features
0,428.l.41083,41083,Victorious Secret,https://basketball.fantasysports.yahoo.com/2023/nba/41083,https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/c055a9da9fdb5b6b3f07a18f029c41f355a6234409f139403beff8fd62f67ab9.jpg,postdraft,12,2024-03-24,intraday,1711353738,head,private,,,silver,,1,0,0,21,1,2023-10-24,21,2024-03-24,1,0,nba,2023,self,1,1,True,19,1,1,6,6,0,FR,all,1,1695856909,60,W,12,1,2024-03-07,commish,1,ALL,yahoo,0,6ff2bd2d75a25665e80b8d6b2da4fef8,6,False,[]
