name,stats_legend,full_stats_according_to_legend
Dillon Brooks,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1628415, '2017-18', '00', 1610612763, 'MEM', 22.0, 82, 74, 2350, 340, 772, 0.44, 94, 264, 0.356, 124, 166, 0.747, 49, 208, 257, 135, 73, 17, 124, 233, 898], [1628415, '2018-19', '00', 1610612763, 'MEM', 23.0, 18, 0, 330, 49, 122, 0.402, 15, 40, 0.375, 22, 30, 0.733, 9, 22, 31, 16, 10, 4, 19, 50, 135], [1628415, '2019-20', '00', 1610612763, 'MEM', 24.0, 73, 73, 2112, 435, 1068, 0.407, 147, 411, 0.358, 164, 203, 0.808, 68, 175, 243, 150, 63, 27, 124, 278, 1181], [1628415, '2020-21', '00', 1610612763, 'MEM', 25.0, 67, 67, 1997, 432, 1031, 0.419, 128, 372, 0.344, 159, 195, 0.815, 53, 143, 196, 157, 78, 26, 119, 237, 1151], [1628415, '2021-22', '00', 1610612763, 'MEM', 26.0, 32, 31, 885, 227, 526, 0.432, 46, 149, 0.309, 90, 106, 0.849, 29, 73, 102, 88, 36, 8, 50, 105, 590], [1628415, '2022-23', '00', 1610612763, 'MEM', 27.0, 73, 73, 2214, 392, 991, 0.396, 143, 439, 0.326, 120, 154, 0.779, 45, 199, 244, 189, 65, 16, 104, 240, 1047], [1628415, '2023-24', '00', 1610612745, 'HOU', 28.0, 72, 72, 2227, 329, 768, 0.428, 133, 370, 0.359, 124, 147, 0.844, 53, 193, 246, 119, 64, 10, 88, 241, 915], [1628415, '2024-25', '00', 1610612745, 'HOU', 29.0, 75, 75, 2388, 384, 895, 0.429, 186, 469, 0.397, 99, 121, 0.818, 75, 200, 275, 128, 60, 16, 76, 242, 1053]]"
Keion Brooks Jr.,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1631232, '2024-25', '00', 1610612740, 'NOP', 24.0, 14, 6, 332, 53, 109, 0.486, 14, 43, 0.326, 22, 30, 0.733, 12, 46, 58, 13, 10, 10, 12, 30, 142]]"
Bruce Brown,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1628971, '2018-19', '00', 1610612765, 'DET', 22.0, 74, 56, 1449, 125, 314, 0.398, 24, 93, 0.258, 45, 60, 0.75, 48, 137, 185, 91, 40, 36, 46, 178, 319], [1628971, '2019-20', '00', 1610612765, 'DET', 23.0, 58, 43, 1634, 198, 447, 0.443, 33, 96, 0.344, 88, 119, 0.739, 61, 213, 274, 230, 63, 29, 100, 162, 517], [1628971, '2020-21', '00', 1610612751, 'BKN', 24.0, 65, 37, 1451, 235, 423, 0.556, 17, 59, 0.288, 86, 117, 0.735, 111, 238, 349, 104, 58, 28, 54, 145, 573], [1628971, '2021-22', '00', 1610612751, 'BKN', 25.0, 72, 45, 1774, 256, 506, 0.506, 38, 94, 0.404, 97, 128, 0.758, 100, 245, 345, 148, 77, 52, 56, 176, 647], [1628971, '2022-23', '00', 1610612743, 'DEN', 26.0, 80, 31, 2279, 358, 741, 0.483, 91, 254, 0.358, 116, 153, 0.758, 63, 265, 328, 268, 87, 51, 123, 190, 923], [1628971, '2023-24', '00', 1610612754, 'IND', 27.0, 33, 33, 981, 149, 314, 0.475, 33, 101, 0.327, 67, 82, 0.817, 25, 129, 154, 100, 35, 8, 41, 81, 398], [1628971, '2023-24', '00', 1610612761, 'TOR', 27.0, 34, 11, 885, 129, 268, 0.481, 20, 63, 0.317, 50, 60, 0.833, 28, 102, 130, 92, 24, 9, 45, 67, 328], [1628971, '2023-24', '00', 0, 'TOT', 27.0, 67, 44, 1865, 278, 582, 0.478, 53, 164, 0.323, 117, 142, 0.824, 53, 231, 284, 192, 59, 17, 86, 148, 726], [1628971, '2024-25', '00', 1610612761, 'TOR', 28.0, 18, 0, 353, 57, 131, 0.435, 11, 36, 0.306, 26, 29, 0.897, 17, 51, 68, 28, 17, 3, 19, 26, 151], [1628971, '2024-25', '00', 1610612740, 'NOP', 28.0, 23, 12, 569, 73, 178, 0.41, 16, 45, 0.356, 27, 36, 0.75, 23, 73, 96, 56, 17, 7, 20, 45, 189], [1628971, '2024-25', '00', 0, 'TOT', 28.0, 41, 12, 922, 130, 309, 0.421, 27, 81, 0.333, 53, 65, 0.815, 40, 124, 164, 84, 34, 10, 39, 71, 340]]"
Jaylen Brown,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1627759, '2016-17', '00', 1610612738, 'BOS', 20.0, 78, 20, 1341, 192, 422, 0.455, 46, 134, 0.343, 85, 124, 0.685, 45, 175, 220, 64, 35, 18, 68, 142, 515], [1627759, '2017-18', '00', 1610612738, 'BOS', 21.0, 70, 70, 2152, 373, 803, 0.465, 121, 306, 0.395, 150, 233, 0.644, 66, 280, 346, 114, 70, 26, 124, 181, 1017], [1627759, '2018-19', '00', 1610612738, 'BOS', 22.0, 74, 25, 1913, 368, 792, 0.465, 95, 276, 0.344, 133, 202, 0.658, 65, 248, 313, 100, 69, 32, 99, 186, 964], [1627759, '2019-20', '00', 1610612738, 'BOS', 23.0, 57, 57, 1934, 427, 887, 0.481, 129, 338, 0.382, 176, 243, 0.724, 62, 302, 364, 118, 65, 20, 125, 167, 1159], [1627759, '2020-21', '00', 1610612738, 'BOS', 24.0, 58, 58, 1999, 538, 1111, 0.484, 163, 411, 0.397, 191, 250, 0.764, 71, 276, 347, 195, 72, 32, 158, 168, 1430], [1627759, '2021-22', '00', 1610612738, 'BOS', 25.0, 66, 66, 2220, 576, 1217, 0.473, 166, 464, 0.358, 241, 318, 0.758, 53, 351, 404, 231, 70, 18, 178, 163, 1559], [1627759, '2022-23', '00', 1610612738, 'BOS', 26.0, 67, 67, 2405, 679, 1383, 0.491, 163, 487, 0.335, 263, 344, 0.765, 78, 381, 459, 232, 75, 26, 197, 172, 1784], [1627759, '2023-24', '00', 1610612738, 'BOS', 27.0, 70, 70, 2343, 627, 1256, 0.499, 145, 410, 0.354, 211, 300, 0.703, 84, 303, 387, 249, 83, 37, 166, 185, 1610], [1627759, '2024-25', '00', 1610612738, 'BOS', 28.0, 63, 63, 2158, 518, 1118, 0.463, 116, 358, 0.324, 246, 322, 0.764, 82, 286, 368, 286, 73, 19, 162, 154, 1398]]"
Kobe Brown,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1641738, '2023-24', '00', 1610612746, 'LAC', 24.0, 44, 0, 394, 37, 90, 0.411, 14, 48, 0.292, 1, 2, 0.5, 20, 42, 62, 25, 12, 6, 9, 49, 89], [1641738, '2024-25', '00', 1610612746, 'LAC', 25.0, 40, 0, 272, 33, 72, 0.458, 6, 26, 0.231, 5, 7, 0.714, 19, 46, 65, 24, 7, 4, 12, 23, 77]]"
Moses Brown,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1629650, '2019-20', '00', 1610612757, 'POR', 20.0, 9, 0, 33, 4, 10, 0.4, 0, 0, 0.0, 3, 8, 0.375, 3, 11, 14, 1, 1, 1, 3, 7, 11], [1629650, '2020-21', '00', 1610612760, 'OKC', 21.0, 43, 32, 920, 146, 268, 0.545, 0, 0, 0.0, 78, 126, 0.619, 154, 229, 383, 10, 31, 47, 43, 93, 370], [1629650, '2021-22', '00', 1610612742, 'DAL', 22.0, 26, 1, 169, 27, 50, 0.54, 0, 0, 0.0, 27, 43, 0.628, 16, 45, 61, 1, 3, 9, 14, 28, 81], [1629650, '2021-22', '00', 1610612739, 'CLE', 22.0, 14, 5, 176, 37, 58, 0.638, 0, 0, 0.0, 16, 29, 0.552, 23, 51, 74, 0, 4, 7, 6, 25, 90], [1629650, '2021-22', '00', 0, 'TOT', 22.0, 40, 6, 344, 64, 108, 0.593, 0, 0, 0.0, 43, 72, 0.597, 39, 96, 135, 1, 7, 16, 20, 53, 171], [1629650, '2022-23', '00', 1610612746, 'LAC', 23.0, 34, 1, 288, 61, 96, 0.635, 0, 0, 0.0, 33, 72, 0.458, 57, 82, 139, 4, 3, 14, 14, 38, 155], [1629650, '2022-23', '00', 1610612751, 'BKN', 23.0, 2, 0, 6, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0, 0, 1, 0, 1, 1, 0], [1629650, '2022-23', '00', 0, 'TOT', 23.0, 36, 1, 294, 61, 96, 0.635, 0, 0, 0.0, 33, 72, 0.458, 57, 82, 139, 4, 4, 14, 15, 39, 155], [1629650, '2023-24', '00', 1610612757, 'POR', 24.0, 22, 5, 200, 33, 65, 0.508, 0, 0, 0.0, 9, 31, 0.29, 37, 49, 86, 7, 5, 7, 11, 27, 75], [1629650, '2024-25', '00', 1610612754, 'IND', 25.0, 9, 0, 46, 13, 20, 0.65, 0, 0, 0.0, 3, 5, 0.6, 4, 9, 13, 0, 2, 1, 6, 6, 29], [1629650, '2024-25', '00', 1610612742, 'DAL', 25.0, 4, 2, 73, 21, 29, 0.724, 0, 0, 0.0, 5, 6, 0.833, 8, 23, 31, 2, 4, 3, 5, 11, 47], [1629650, '2024-25', '00', 0, 'TOT', 25.0, 13, 2, 119, 34, 49, 0.694, 0, 0, 0.0, 8, 11, 0.727, 12, 32, 44, 2, 6, 4, 11, 17, 76]]"
Jalen Brunson,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1628973, '2018-19', '00', 1610612742, 'DAL', 22.0, 73, 38, 1591, 264, 565, 0.467, 63, 181, 0.348, 87, 120, 0.725, 25, 144, 169, 230, 37, 4, 88, 127, 678], [1628973, '2019-20', '00', 1610612742, 'DAL', 23.0, 57, 16, 1022, 181, 388, 0.466, 43, 120, 0.358, 61, 75, 0.813, 22, 112, 134, 188, 22, 4, 66, 74, 466], [1628973, '2020-21', '00', 1610612742, 'DAL', 24.0, 68, 12, 1697, 328, 627, 0.523, 81, 200, 0.405, 120, 151, 0.795, 27, 204, 231, 239, 35, 1, 80, 109, 857], [1628973, '2021-22', '00', 1610612742, 'DAL', 25.0, 79, 61, 2524, 506, 1008, 0.502, 94, 252, 0.373, 179, 213, 0.84, 43, 266, 309, 377, 66, 3, 124, 151, 1285], [1628973, '2022-23', '00', 1610612752, 'NYK', 26.0, 68, 68, 2379, 587, 1195, 0.491, 134, 322, 0.416, 325, 392, 0.829, 40, 201, 241, 421, 61, 15, 142, 152, 1633], [1628973, '2023-24', '00', 1610612752, 'NYK', 27.0, 77, 77, 2726, 790, 1648, 0.479, 211, 526, 0.401, 421, 497, 0.847, 43, 235, 278, 519, 70, 13, 186, 144, 2212], [1628973, '2024-25', '00', 1610612752, 'NYK', 28.0, 65, 65, 2301, 585, 1200, 0.487, 152, 397, 0.383, 368, 448, 0.821, 27, 160, 187, 475, 60, 8, 164, 138, 1690]]"
Thomas Bryant,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1628418, '2017-18', '00', 1610612747, 'LAL', 20.0, 15, 0, 72, 8, 21, 0.381, 1, 10, 0.1, 5, 9, 0.556, 3, 14, 17, 6, 1, 2, 2, 6, 22], [1628418, '2018-19', '00', 1610612764, 'WAS', 21.0, 72, 53, 1496, 309, 502, 0.616, 33, 99, 0.333, 107, 137, 0.781, 113, 341, 454, 92, 25, 67, 60, 126, 758], [1628418, '2019-20', '00', 1610612764, 'WAS', 22.0, 46, 36, 1147, 243, 418, 0.581, 37, 91, 0.407, 86, 116, 0.741, 98, 233, 331, 83, 25, 49, 53, 103, 609], [1628418, '2020-21', '00', 1610612764, 'WAS', 23.0, 10, 10, 271, 59, 91, 0.648, 9, 21, 0.429, 16, 24, 0.667, 18, 43, 61, 15, 4, 8, 11, 31, 143], [1628418, '2021-22', '00', 1610612764, 'WAS', 24.0, 27, 9, 439, 77, 148, 0.52, 12, 42, 0.286, 35, 40, 0.875, 26, 82, 108, 23, 6, 21, 19, 43, 201], [1628418, '2022-23', '00', 1610612747, 'LAL', 25.0, 41, 25, 876, 197, 301, 0.654, 22, 50, 0.44, 80, 108, 0.741, 67, 212, 279, 29, 14, 23, 28, 77, 496], [1628418, '2022-23', '00', 1610612743, 'DEN', 25.0, 18, 1, 205, 33, 68, 0.485, 4, 9, 0.444, 13, 18, 0.722, 19, 41, 60, 2, 2, 7, 10, 25, 83], [1628418, '2022-23', '00', 0, 'TOT', 25.0, 59, 26, 1082, 230, 369, 0.623, 26, 59, 0.441, 93, 126, 0.738, 86, 253, 339, 31, 16, 30, 38, 102, 579], [1628418, '2023-24', '00', 1610612748, 'MIA', 26.0, 38, 4, 441, 86, 149, 0.577, 4, 22, 0.182, 41, 47, 0.872, 40, 101, 141, 23, 10, 16, 21, 46, 217], [1628418, '2024-25', '00', 1610612748, 'MIA', 27.0, 10, 0, 115, 12, 28, 0.429, 6, 17, 0.353, 11, 11, 1.0, 6, 26, 32, 4, 1, 9, 2, 9, 41], [1628418, '2024-25', '00', 1610612754, 'IND', 27.0, 56, 8, 848, 151, 293, 0.515, 42, 131, 0.321, 44, 53, 0.83, 77, 142, 219, 49, 27, 32, 28, 67, 388], [1628418, '2024-25', '00', 0, 'TOT', 27.0, 66, 8, 963, 163, 321, 0.508, 48, 148, 0.324, 55, 64, 0.859, 83, 168, 251, 53, 28, 41, 30, 76, 429]]"
Kobe Bufkin,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1641723, '2023-24', '00', 1610612737, 'ATL', 20.0, 17, 0, 196, 34, 92, 0.37, 9, 40, 0.225, 4, 8, 0.5, 6, 27, 33, 27, 7, 5, 10, 20, 81], [1641723, '2024-25', '00', 1610612737, 'ATL', 21.0, 10, 0, 124, 18, 47, 0.383, 4, 19, 0.211, 13, 18, 0.722, 5, 16, 21, 17, 3, 2, 8, 9, 53]]"
Alec Burks,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[202692, '2011-12', '00', 1610612762, 'UTA', 20.0, 59, 0, 939, 153, 357, 0.429, 15, 45, 0.333, 104, 143, 0.727, 57, 75, 132, 55, 27, 5, 51, 84, 425], [202692, '2012-13', '00', 1610612762, 'UTA', 21.0, 64, 0, 1137, 163, 388, 0.42, 33, 92, 0.359, 92, 129, 0.713, 37, 108, 145, 92, 35, 13, 74, 114, 451], [202692, '2013-14', '00', 1610612762, 'UTA', 22.0, 78, 12, 2193, 380, 831, 0.457, 50, 143, 0.35, 279, 373, 0.748, 59, 198, 257, 212, 69, 14, 149, 190, 1089], [202692, '2014-15', '00', 1610612762, 'UTA', 23.0, 27, 27, 899, 121, 300, 0.403, 26, 68, 0.382, 106, 129, 0.822, 19, 95, 114, 82, 17, 5, 52, 64, 374], [202692, '2015-16', '00', 1610612762, 'UTA', 24.0, 31, 3, 797, 137, 334, 0.41, 32, 79, 0.405, 106, 141, 0.752, 16, 93, 109, 63, 18, 4, 51, 71, 412], [202692, '2016-17', '00', 1610612762, 'UTA', 25.0, 42, 0, 653, 99, 248, 0.399, 25, 76, 0.329, 60, 78, 0.769, 17, 103, 120, 30, 18, 5, 35, 50, 283], [202692, '2017-18', '00', 1610612762, 'UTA', 26.0, 64, 1, 1059, 170, 414, 0.411, 47, 142, 0.331, 107, 124, 0.863, 19, 173, 192, 67, 37, 8, 60, 75, 494], [202692, '2018-19', '00', 1610612762, 'UTA', 27.0, 17, 0, 269, 47, 114, 0.412, 16, 43, 0.372, 33, 38, 0.868, 2, 25, 27, 20, 6, 4, 15, 22, 143], [202692, '2018-19', '00', 1610612739, 'CLE', 27.0, 34, 24, 979, 136, 340, 0.4, 45, 119, 0.378, 79, 98, 0.806, 26, 160, 186, 98, 25, 16, 46, 62, 396], [202692, '2018-19', '00', 1610612758, 'SAC', 27.0, 13, 0, 127, 9, 20, 0.45, 0, 6, 0.0, 4, 5, 0.8, 2, 20, 22, 10, 8, 1, 4, 7, 22], [202692, '2018-19', '00', 0, 'TOT', 27.0, 64, 24, 1375, 192, 474, 0.405, 61, 168, 0.363, 116, 141, 0.823, 30, 205, 235, 128, 39, 21, 65, 91, 561], [202692, '2019-20', '00', 1610612744, 'GSW', 28.0, 48, 18, 1390, 244, 601, 0.406, 84, 224, 0.375, 201, 224, 0.897, 37, 189, 226, 151, 50, 17, 76, 107, 773], [202692, '2019-20', '00', 1610612755, 'PHI', 28.0, 18, 1, 364, 77, 167, 0.461, 32, 77, 0.416, 34, 41, 0.829, 11, 45, 56, 38, 12, 0, 15, 21, 220], [202692, '2019-20', '00', 0, 'TOT', 28.0, 66, 19, 1754, 321, 768, 0.418, 116, 301, 0.385, 235, 265, 0.887, 48, 234, 282, 189, 62, 17, 91, 128, 993], [202692, '2020-21', '00', 1610612752, 'NYK', 29.0, 49, 5, 1255, 210, 500, 0.42, 102, 246, 0.415, 101, 118, 0.856, 21, 206, 227, 107, 31, 14, 49, 102, 623], [202692, '2021-22', '00', 1610612752, 'NYK', 30.0, 81, 44, 2318, 285, 728, 0.391, 157, 389, 0.404, 217, 264, 0.822, 47, 350, 397, 239, 85, 26, 91, 215, 944], [202692, '2022-23', '00', 1610612765, 'DET', 31.0, 51, 8, 1122, 200, 459, 0.436, 99, 239, 0.414, 153, 188, 0.814, 19, 139, 158, 114, 38, 8, 58, 98, 652], [202692, '2023-24', '00', 1610612765, 'DET', 32.0, 43, 0, 901, 160, 406, 0.394, 99, 247, 0.401, 121, 134, 0.903, 16, 94, 110, 68, 21, 11, 32, 64, 540], [202692, '2023-24', '00', 1610612752, 'NYK', 32.0, 23, 1, 311, 50, 163, 0.307, 25, 83, 0.301, 24, 33, 0.727, 8, 32, 40, 20, 7, 1, 16, 11, 149], [202692, '2023-24', '00', 0, 'TOT', 32.0, 66, 1, 1212, 210, 569, 0.369, 124, 330, 0.376, 145, 167, 0.868, 24, 126, 150, 88, 28, 12, 48, 75, 689], [202692, '2024-25', '00', 1610612748, 'MIA', 33.0, 49, 14, 864, 115, 271, 0.424, 88, 207, 0.425, 38, 49, 0.776, 15, 109, 124, 55, 28, 7, 29, 37, 356]]"
Jared Butler,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1630215, '2021-22', '00', 1610612762, 'UTA', 21.0, 42, 1, 360, 61, 151, 0.404, 28, 88, 0.318, 11, 16, 0.688, 5, 40, 45, 63, 17, 8, 33, 47, 161], [1630215, '2022-23', '00', 1610612760, 'OKC', 22.0, 6, 1, 77, 15, 32, 0.469, 7, 14, 0.5, 0, 0, 0.0, 1, 3, 4, 8, 5, 0, 5, 5, 37], [1630215, '2023-24', '00', 1610612764, 'WAS', 23.0, 40, 0, 566, 98, 201, 0.488, 24, 78, 0.308, 31, 36, 0.861, 9, 49, 58, 126, 29, 8, 50, 58, 251], [1630215, '2024-25', '00', 1610612764, 'WAS', 24.0, 32, 0, 362, 85, 176, 0.483, 15, 41, 0.366, 35, 45, 0.778, 14, 27, 41, 82, 12, 5, 29, 40, 220], [1630215, '2024-25', '00', 1610612755, 'PHI', 24.0, 28, 17, 682, 118, 277, 0.426, 45, 128, 0.352, 40, 46, 0.87, 11, 58, 69, 138, 30, 8, 51, 57, 321], [1630215, '2024-25', '00', 0, 'TOT', 24.0, 60, 17, 1044, 203, 453, 0.448, 60, 169, 0.355, 75, 91, 0.824, 25, 85, 110, 220, 42, 13, 80, 97, 541]]"
Jimmy Butler III,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[202710, '2011-12', '00', 1610612741, 'CHI', 22.0, 42, 0, 359, 32, 79, 0.405, 2, 11, 0.182, 43, 56, 0.768, 23, 33, 56, 14, 11, 5, 14, 20, 109], [202710, '2012-13', '00', 1610612741, 'CHI', 23.0, 82, 20, 2134, 239, 512, 0.467, 40, 105, 0.381, 187, 233, 0.803, 136, 192, 328, 115, 78, 31, 62, 97, 705], [202710, '2013-14', '00', 1610612741, 'CHI', 24.0, 67, 67, 2591, 275, 693, 0.397, 68, 240, 0.283, 260, 338, 0.769, 87, 243, 330, 175, 127, 36, 102, 106, 878], [202710, '2014-15', '00', 1610612741, 'CHI', 25.0, 65, 65, 2513, 421, 912, 0.462, 73, 193, 0.378, 386, 463, 0.834, 114, 265, 379, 212, 114, 36, 93, 108, 1301], [202710, '2015-16', '00', 1610612741, 'CHI', 26.0, 67, 67, 2474, 470, 1035, 0.454, 64, 205, 0.312, 395, 475, 0.832, 79, 279, 358, 321, 110, 43, 132, 124, 1399], [202710, '2016-17', '00', 1610612741, 'CHI', 27.0, 76, 75, 2809, 570, 1252, 0.455, 91, 248, 0.367, 585, 676, 0.865, 129, 341, 470, 417, 143, 32, 159, 112, 1816], [202710, '2017-18', '00', 1610612750, 'MIN', 28.0, 59, 59, 2164, 437, 921, 0.474, 70, 200, 0.35, 363, 425, 0.854, 79, 235, 314, 288, 116, 24, 108, 78, 1307], [202710, '2018-19', '00', 1610612750, 'MIN', 29.0, 10, 10, 361, 74, 157, 0.471, 17, 45, 0.378, 48, 61, 0.787, 16, 36, 52, 43, 24, 10, 14, 18, 213], [202710, '2018-19', '00', 1610612755, 'PHI', 29.0, 55, 55, 1824, 344, 747, 0.461, 50, 148, 0.338, 264, 304, 0.868, 105, 185, 290, 220, 99, 29, 81, 93, 1002], [202710, '2018-19', '00', 0, 'TOT', 29.0, 65, 65, 2185, 418, 904, 0.462, 67, 193, 0.347, 312, 365, 0.855, 121, 221, 342, 263, 123, 39, 95, 111, 1215], [202710, '2019-20', '00', 1610612748, 'MIA', 30.0, 58, 58, 1959, 345, 758, 0.455, 29, 119, 0.244, 438, 525, 0.834, 106, 280, 386, 350, 103, 32, 127, 81, 1157], [202710, '2020-21', '00', 1610612748, 'MIA', 31.0, 52, 52, 1745, 366, 736, 0.497, 25, 102, 0.245, 359, 416, 0.863, 94, 265, 359, 369, 108, 18, 109, 71, 1116], [202710, '2021-22', '00', 1610612748, 'MIA', 32.0, 57, 57, 1931, 398, 829, 0.48, 27, 116, 0.233, 396, 455, 0.87, 102, 234, 336, 312, 94, 27, 121, 88, 1219], [202710, '2022-23', '00', 1610612748, 'MIA', 33.0, 64, 64, 2138, 479, 888, 0.539, 36, 103, 0.35, 472, 555, 0.85, 141, 234, 375, 340, 117, 21, 101, 80, 1466], [202710, '2023-24', '00', 1610612748, 'MIA', 34.0, 60, 60, 2042, 396, 793, 0.499, 60, 145, 0.414, 394, 459, 0.858, 105, 213, 318, 298, 79, 17, 102, 68, 1246], [202710, '2024-25', '00', 1610612748, 'MIA', 35.0, 25, 25, 766, 142, 263, 0.54, 13, 36, 0.361, 129, 161, 0.801, 55, 76, 131, 120, 27, 10, 30, 23, 426], [202710, '2024-25', '00', 1610612744, 'GSW', 35.0, 30, 30, 980, 159, 334, 0.476, 19, 68, 0.279, 201, 231, 0.87, 70, 95, 165, 178, 50, 8, 44, 29, 538], [202710, '2024-25', '00', 0, 'TOT', 35.0, 55, 55, 1746, 301, 597, 0.504, 32, 104, 0.308, 330, 392, 0.842, 125, 171, 296, 298, 77, 18, 74, 52, 964]]"
Matas Buzelis,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1641824, '2024-25', '00', 1610612741, 'CHI', 20.0, 80, 31, 1511, 252, 555, 0.454, 96, 266, 0.361, 88, 108, 0.815, 55, 223, 278, 79, 29, 75, 74, 128, 688]]"
