name,stats_legend,full_stats_according_to_legend
Jamal Cain,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1631288, '2022-23', '00', 1610612748, 'MIA', 24.0, 18, 0, 240, 37, 66, 0.561, 7, 20, 0.35, 17, 22, 0.773, 15, 37, 52, 12, 11, 1, 6, 21, 98], [1631288, '2023-24', '00', 1610612748, 'MIA', 25.0, 26, 1, 259, 34, 79, 0.43, 11, 31, 0.355, 18, 23, 0.783, 15, 22, 37, 10, 10, 5, 8, 22, 97], [1631288, '2024-25', '00', 1610612740, 'NOP', 26.0, 37, 0, 502, 68, 158, 0.43, 26, 80, 0.325, 34, 50, 0.68, 27, 58, 85, 22, 23, 9, 22, 46, 196]]"
Kentavious Caldwell-Pope,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[203484, '2013-14', '00', 1610612765, 'DET', 21.0, 80, 41, 1583, 182, 460, 0.396, 59, 185, 0.319, 47, 61, 0.77, 38, 118, 156, 55, 75, 12, 28, 145, 470], [203484, '2014-15', '00', 1610612765, 'DET', 22.0, 82, 82, 2587, 390, 972, 0.401, 153, 444, 0.345, 110, 158, 0.696, 46, 209, 255, 109, 93, 18, 94, 161, 1043], [203484, '2015-16', '00', 1610612765, 'DET', 23.0, 76, 76, 2789, 403, 960, 0.42, 114, 369, 0.309, 185, 228, 0.811, 70, 212, 282, 138, 110, 17, 105, 167, 1105], [203484, '2016-17', '00', 1610612765, 'DET', 24.0, 76, 75, 2529, 370, 928, 0.399, 153, 437, 0.35, 154, 185, 0.832, 55, 193, 248, 193, 89, 12, 86, 118, 1047], [203484, '2017-18', '00', 1610612747, 'LAL', 25.0, 74, 74, 2458, 340, 798, 0.426, 159, 415, 0.383, 153, 194, 0.789, 60, 327, 387, 162, 106, 16, 97, 145, 992], [203484, '2018-19', '00', 1610612747, 'LAL', 26.0, 82, 23, 2035, 325, 756, 0.43, 151, 435, 0.347, 137, 158, 0.867, 48, 190, 238, 110, 73, 13, 65, 137, 938], [203484, '2019-20', '00', 1610612747, 'LAL', 27.0, 69, 26, 1762, 237, 507, 0.467, 92, 239, 0.385, 79, 102, 0.775, 38, 104, 142, 111, 57, 14, 62, 128, 645], [203484, '2020-21', '00', 1610612747, 'LAL', 28.0, 67, 67, 1902, 218, 506, 0.431, 120, 293, 0.41, 97, 112, 0.866, 27, 152, 179, 127, 62, 26, 66, 114, 653], [203484, '2021-22', '00', 1610612764, 'WAS', 29.0, 77, 77, 2329, 361, 829, 0.435, 159, 408, 0.39, 137, 154, 0.89, 41, 220, 261, 145, 83, 26, 97, 139, 1018], [203484, '2022-23', '00', 1610612743, 'DEN', 30.0, 76, 76, 2381, 292, 632, 0.462, 135, 319, 0.423, 103, 125, 0.824, 35, 173, 208, 183, 112, 35, 86, 145, 822], [203484, '2023-24', '00', 1610612743, 'DEN', 31.0, 76, 76, 2402, 270, 587, 0.46, 125, 308, 0.406, 101, 113, 0.894, 31, 152, 183, 183, 98, 42, 75, 151, 766], [203484, '2024-25', '00', 1610612753, 'ORL', 32.0, 77, 77, 2279, 239, 544, 0.439, 113, 330, 0.342, 82, 95, 0.863, 33, 136, 169, 136, 99, 34, 62, 136, 673]]"
Toumani Camara,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1641739, '2023-24', '00', 1610612757, 'POR', 24.0, 70, 49, 1739, 197, 438, 0.45, 58, 172, 0.337, 75, 99, 0.758, 139, 204, 343, 87, 66, 33, 84, 174, 527], [1641739, '2024-25', '00', 1610612757, 'POR', 24.0, 78, 78, 2548, 328, 716, 0.458, 135, 360, 0.375, 91, 126, 0.722, 173, 277, 450, 175, 116, 50, 109, 230, 882]]"
Clint Capela,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[203991, '2014-15', '00', 1610612745, 'HOU', 21.0, 12, 0, 90, 14, 29, 0.483, 0, 0, 0.0, 4, 23, 0.174, 10, 26, 36, 2, 1, 9, 5, 14, 32], [203991, '2015-16', '00', 1610612745, 'HOU', 22.0, 77, 35, 1471, 231, 397, 0.582, 0, 1, 0.0, 80, 211, 0.379, 194, 300, 494, 47, 59, 92, 60, 190, 542], [203991, '2016-17', '00', 1610612745, 'HOU', 23.0, 65, 59, 1551, 362, 563, 0.643, 0, 0, 0.0, 94, 177, 0.531, 178, 348, 526, 63, 34, 79, 87, 179, 818], [203991, '2017-18', '00', 1610612745, 'HOU', 24.0, 74, 74, 2034, 441, 676, 0.652, 0, 1, 0.0, 144, 257, 0.56, 241, 561, 802, 68, 58, 137, 103, 185, 1026], [203991, '2018-19', '00', 1610612745, 'HOU', 25.0, 67, 67, 2249, 474, 732, 0.648, 0, 0, 0.0, 166, 261, 0.636, 298, 550, 848, 96, 44, 102, 94, 168, 1114], [203991, '2019-20', '00', 1610612745, 'HOU', 26.0, 39, 39, 1279, 244, 388, 0.629, 0, 0, 0.0, 55, 104, 0.529, 168, 369, 537, 48, 33, 72, 63, 102, 543], [203991, '2020-21', '00', 1610612737, 'ATL', 27.0, 63, 63, 1898, 413, 695, 0.594, 0, 0, 0.0, 130, 227, 0.573, 297, 606, 903, 49, 44, 129, 73, 145, 956], [203991, '2021-22', '00', 1610612737, 'ATL', 28.0, 74, 73, 2042, 370, 604, 0.613, 0, 1, 0.0, 80, 169, 0.473, 279, 598, 877, 92, 55, 93, 44, 166, 820], [203991, '2022-23', '00', 1610612737, 'ATL', 29.0, 65, 63, 1730, 350, 536, 0.653, 0, 1, 0.0, 79, 131, 0.603, 258, 459, 717, 58, 45, 79, 54, 139, 779], [203991, '2023-24', '00', 1610612737, 'ATL', 30.0, 73, 73, 1883, 353, 618, 0.571, 0, 1, 0.0, 130, 206, 0.631, 335, 441, 776, 91, 43, 106, 74, 164, 836], [203991, '2024-25', '00', 1610612737, 'ATL', 30.0, 55, 41, 1176, 218, 390, 0.559, 0, 1, 0.0, 52, 97, 0.536, 174, 295, 469, 62, 34, 53, 47, 106, 488]]"
Bub Carrington,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1642267, '2024-25', '00', 1610612764, 'WAS', 19.0, 82, 57, 2458, 300, 748, 0.401, 138, 407, 0.339, 69, 85, 0.812, 33, 308, 341, 364, 54, 21, 141, 190, 807]]"
Devin Carter,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1642269, '2024-25', '00', 1610612758, 'SAC', 23.0, 36, 0, 396, 47, 127, 0.37, 18, 61, 0.295, 26, 44, 0.591, 19, 57, 76, 41, 21, 4, 18, 39, 138]]"
Jevon Carter,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1628975, '2018-19', '00', 1610612763, 'MEM', 23.0, 39, 3, 576, 56, 185, 0.303, 34, 102, 0.333, 26, 32, 0.813, 14, 52, 66, 69, 26, 11, 33, 55, 172], [1628975, '2019-20', '00', 1610612756, 'PHX', 24.0, 58, 2, 945, 101, 243, 0.416, 62, 146, 0.425, 23, 27, 0.852, 30, 88, 118, 84, 47, 17, 32, 86, 287], [1628975, '2020-21', '00', 1610612756, 'PHX', 25.0, 60, 1, 717, 94, 223, 0.422, 56, 151, 0.371, 4, 7, 0.571, 16, 76, 92, 71, 29, 9, 16, 56, 248], [1628975, '2021-22', '00', 1610612751, 'BKN', 26.0, 46, 1, 552, 58, 174, 0.333, 42, 127, 0.331, 7, 10, 0.7, 9, 58, 67, 46, 14, 10, 26, 45, 165], [1628975, '2021-22', '00', 1610612749, 'MIL', 26.0, 20, 2, 353, 40, 79, 0.506, 24, 43, 0.558, 8, 8, 1.0, 5, 38, 43, 50, 10, 4, 8, 22, 112], [1628975, '2021-22', '00', 0, 'TOT', 26.0, 66, 3, 905, 98, 253, 0.387, 66, 170, 0.388, 15, 18, 0.833, 14, 96, 110, 96, 24, 14, 34, 67, 277], [1628975, '2022-23', '00', 1610612749, 'MIL', 27.0, 81, 39, 1812, 239, 565, 0.423, 142, 337, 0.421, 31, 38, 0.816, 35, 167, 202, 197, 66, 29, 78, 158, 651], [1628975, '2023-24', '00', 1610612741, 'CHI', 28.0, 72, 0, 1004, 138, 365, 0.378, 77, 234, 0.329, 4, 7, 0.571, 11, 49, 60, 94, 37, 16, 36, 71, 357], [1628975, '2024-25', '00', 1610612741, 'CHI', 29.0, 36, 1, 321, 55, 146, 0.377, 35, 105, 0.333, 8, 10, 0.8, 4, 35, 39, 40, 13, 3, 11, 15, 153]]"
Wendell Carter Jr.,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1628976, '2018-19', '00', 1610612741, 'CHI', 20.0, 44, 44, 1110, 180, 371, 0.485, 6, 32, 0.188, 89, 112, 0.795, 87, 220, 307, 78, 26, 58, 65, 152, 455], [1628976, '2019-20', '00', 1610612741, 'CHI', 21.0, 43, 43, 1256, 183, 343, 0.534, 6, 29, 0.207, 112, 152, 0.737, 139, 266, 405, 51, 33, 36, 72, 162, 484], [1628976, '2020-21', '00', 1610612741, 'CHI', 22.0, 32, 25, 792, 129, 252, 0.512, 8, 22, 0.364, 82, 111, 0.739, 70, 180, 250, 69, 18, 24, 49, 96, 348], [1628976, '2020-21', '00', 1610612753, 'ORL', 22.0, 22, 19, 583, 101, 205, 0.493, 7, 29, 0.241, 49, 68, 0.721, 62, 131, 193, 35, 17, 18, 29, 50, 258], [1628976, '2020-21', '00', 0, 'TOT', 22.0, 54, 44, 1375, 230, 457, 0.503, 15, 51, 0.294, 131, 179, 0.732, 132, 311, 443, 104, 35, 42, 78, 146, 606], [1628976, '2021-22', '00', 1610612753, 'ORL', 23.0, 62, 61, 1852, 359, 684, 0.525, 70, 214, 0.327, 143, 207, 0.691, 139, 509, 648, 171, 36, 43, 117, 169, 931], [1628976, '2022-23', '00', 1610612753, 'ORL', 24.0, 57, 54, 1690, 322, 613, 0.525, 80, 225, 0.356, 144, 195, 0.738, 120, 377, 497, 132, 30, 33, 106, 159, 868], [1628976, '2023-24', '00', 1610612753, 'ORL', 25.0, 55, 48, 1406, 223, 425, 0.525, 64, 171, 0.374, 93, 134, 0.694, 112, 269, 381, 95, 35, 28, 68, 121, 603], [1628976, '2024-25', '00', 1610612753, 'ORL', 26.0, 68, 51, 1758, 226, 491, 0.46, 37, 158, 0.234, 129, 175, 0.737, 151, 341, 492, 134, 52, 41, 77, 199, 618]]"
D.J. Carton,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1630618, '2023-24', '00', 1610612761, 'TOR', 23.0, 4, 0, 36, 3, 8, 0.375, 1, 4, 0.25, 4, 5, 0.8, 2, 2, 4, 3, 1, 0, 1, 3, 11], [1630618, '2024-25', '00', 1610612761, 'TOR', 24.0, 4, 0, 33, 1, 7, 0.143, 0, 3, 0.0, 1, 1, 1.0, 0, 4, 4, 3, 2, 0, 4, 1, 3]]"
Alex Caruso,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1627936, '2017-18', '00', 1610612747, 'LAL', 24.0, 37, 7, 562, 50, 116, 0.431, 13, 43, 0.302, 21, 30, 0.7, 15, 50, 65, 75, 23, 10, 42, 52, 134], [1627936, '2018-19', '00', 1610612747, 'LAL', 25.0, 25, 4, 531, 77, 173, 0.445, 24, 50, 0.48, 51, 64, 0.797, 20, 47, 67, 77, 24, 9, 42, 54, 229], [1627936, '2019-20', '00', 1610612747, 'LAL', 26.0, 64, 2, 1175, 120, 291, 0.412, 40, 120, 0.333, 69, 94, 0.734, 17, 106, 123, 124, 70, 18, 53, 98, 349], [1627936, '2020-21', '00', 1610612747, 'LAL', 27.0, 58, 6, 1216, 133, 305, 0.436, 55, 137, 0.401, 49, 76, 0.645, 31, 139, 170, 160, 64, 15, 76, 108, 370], [1627936, '2021-22', '00', 1610612741, 'CHI', 28.0, 41, 18, 1147, 102, 256, 0.398, 42, 126, 0.333, 58, 73, 0.795, 33, 115, 148, 165, 71, 15, 57, 106, 304], [1627936, '2022-23', '00', 1610612741, 'CHI', 29.0, 67, 36, 1575, 130, 286, 0.455, 55, 151, 0.364, 59, 73, 0.808, 42, 154, 196, 193, 98, 46, 77, 159, 374], [1627936, '2023-24', '00', 1610612741, 'CHI', 30.0, 71, 57, 2040, 253, 541, 0.468, 136, 333, 0.408, 73, 96, 0.76, 62, 211, 273, 247, 120, 70, 102, 181, 715], [1627936, '2024-25', '00', 1610612760, 'OKC', 31.0, 54, 3, 1041, 140, 314, 0.446, 60, 170, 0.353, 42, 51, 0.824, 38, 121, 159, 137, 87, 30, 37, 102, 382]]"
Stephon Castle,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1642264, '2024-25', '00', 1610612759, 'SAS', 20.0, 81, 47, 2162, 423, 988, 0.428, 95, 333, 0.285, 249, 344, 0.724, 89, 208, 297, 332, 74, 22, 177, 164, 1190]]"
Colin Castleton,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1630658, '2023-24', '00', 1610612747, 'LAL', 24.0, 16, 0, 59, 9, 16, 0.563, 0, 0, 0.0, 6, 6, 1.0, 6, 6, 12, 3, 2, 0, 3, 11, 24], [1630658, '2024-25', '00', 1610612763, 'MEM', 24.0, 10, 0, 46, 2, 10, 0.2, 0, 4, 0.0, 10, 11, 0.909, 3, 6, 9, 0, 1, 1, 1, 6, 14], [1630658, '2024-25', '00', 1610612755, 'PHI', 24.0, 5, 0, 98, 12, 24, 0.5, 0, 4, 0.0, 6, 9, 0.667, 16, 21, 37, 10, 1, 1, 1, 13, 30], [1630658, '2024-25', '00', 1610612761, 'TOR', 24.0, 11, 4, 288, 32, 64, 0.5, 2, 8, 0.25, 13, 18, 0.722, 34, 42, 76, 18, 6, 8, 21, 32, 79], [1630658, '2024-25', '00', 0, 'TOT', 24.0, 26, 4, 432, 46, 98, 0.469, 2, 16, 0.125, 29, 38, 0.763, 53, 69, 122, 28, 8, 10, 23, 51, 123]]"
Julian Champagnie,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1630577, '2022-23', '00', 1610612755, 'PHI', 22.0, 2, 0, 7, 0, 2, 0.0, 0, 1, 0.0, 0, 0, 0.0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [1630577, '2022-23', '00', 1610612759, 'SAS', 22.0, 15, 3, 313, 59, 128, 0.461, 33, 81, 0.407, 14, 17, 0.824, 10, 50, 60, 10, 5, 5, 11, 26, 165], [1630577, '2022-23', '00', 0, 'TOT', 22.0, 17, 3, 320, 59, 130, 0.454, 33, 82, 0.402, 14, 17, 0.824, 10, 50, 60, 10, 6, 5, 11, 26, 165], [1630577, '2023-24', '00', 1610612759, 'SAS', 23.0, 74, 59, 1468, 164, 402, 0.408, 101, 277, 0.365, 75, 92, 0.815, 42, 164, 206, 103, 48, 42, 57, 77, 504], [1630577, '2024-25', '00', 1610612759, 'SAS', 23.0, 82, 29, 1932, 276, 665, 0.415, 178, 480, 0.371, 85, 94, 0.904, 67, 251, 318, 111, 61, 35, 74, 114, 815]]"
Justin Champagnie,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1630551, '2021-22', '00', 1610612761, 'TOR', 21.0, 36, 0, 281, 31, 67, 0.463, 10, 28, 0.357, 9, 9, 1.0, 37, 35, 72, 11, 8, 4, 8, 32, 81], [1630551, '2022-23', '00', 1610612761, 'TOR', 22.0, 3, 0, 11, 3, 3, 1.0, 0, 0, 0.0, 0, 0, 0.0, 1, 3, 4, 1, 0, 0, 0, 1, 6], [1630551, '2022-23', '00', 1610612738, 'BOS', 22.0, 2, 0, 23, 2, 12, 0.167, 1, 5, 0.2, 0, 0, 0.0, 2, 2, 4, 3, 1, 0, 0, 1, 5], [1630551, '2022-23', '00', 0, 'TOT', 22.0, 5, 0, 34, 5, 15, 0.333, 1, 5, 0.2, 0, 0, 0.0, 3, 5, 8, 4, 1, 0, 0, 2, 11], [1630551, '2023-24', '00', 1610612764, 'WAS', 23.0, 15, 1, 235, 32, 78, 0.41, 13, 45, 0.289, 12, 15, 0.8, 19, 34, 53, 19, 10, 9, 10, 14, 89], [1630551, '2024-25', '00', 1610612764, 'WAS', 23.0, 62, 31, 1341, 210, 411, 0.511, 74, 193, 0.383, 50, 73, 0.685, 112, 239, 351, 60, 65, 39, 54, 110, 544]]"
Ulrich Chomche,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1642279, '2024-25', '00', 1610612761, 'TOR', 19.0, 7, 0, 32, 2, 5, 0.4, 0, 0, 0.0, 1, 2, 0.5, 4, 4, 8, 2, 0, 1, 2, 5, 5]]"
Cam Christie,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1642353, '2024-25', '00', 1610612746, 'LAC', 19.0, 13, 0, 59, 7, 24, 0.292, 2, 13, 0.154, 2, 4, 0.5, 3, 9, 12, 6, 5, 1, 2, 4, 18]]"
Max Christie,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1631108, '2022-23', '00', 1610612747, 'LAL', 20.0, 41, 3, 512, 44, 106, 0.415, 26, 62, 0.419, 14, 16, 0.875, 7, 68, 75, 21, 9, 7, 13, 33, 128], [1631108, '2023-24', '00', 1610612747, 'LAL', 21.0, 67, 7, 944, 103, 241, 0.427, 42, 118, 0.356, 36, 46, 0.783, 15, 127, 142, 60, 20, 17, 35, 57, 284], [1631108, '2024-25', '00', 1610612747, 'LAL', 22.0, 46, 25, 1154, 128, 288, 0.444, 60, 163, 0.368, 74, 87, 0.851, 25, 98, 123, 66, 35, 21, 39, 73, 390], [1631108, '2024-25', '00', 1610612742, 'DAL', 22.0, 32, 11, 973, 124, 302, 0.411, 55, 151, 0.364, 56, 65, 0.862, 13, 122, 135, 80, 29, 10, 49, 42, 359], [1631108, '2024-25', '00', 0, 'TOT', 22.0, 78, 36, 2127, 252, 590, 0.427, 115, 314, 0.366, 130, 152, 0.855, 38, 220, 258, 146, 64, 31, 88, 115, 749]]"
Josh Christopher,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1630528, '2021-22', '00', 1610612745, 'HOU', 20.0, 74, 2, 1334, 224, 500, 0.448, 56, 189, 0.296, 83, 113, 0.735, 52, 134, 186, 150, 65, 13, 114, 97, 587], [1630528, '2022-23', '00', 1610612745, 'HOU', 21.0, 64, 2, 786, 153, 329, 0.465, 21, 89, 0.236, 45, 60, 0.75, 20, 51, 71, 73, 33, 15, 60, 59, 372], [1630528, '2024-25', '00', 1610612748, 'MIA', 23.0, 14, 0, 69, 11, 31, 0.355, 2, 11, 0.182, 4, 6, 0.667, 0, 9, 9, 8, 5, 3, 6, 2, 28]]"
Sidy Cissoko,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1631321, '2023-24', '00', 1610612759, 'SAS', 20.0, 12, 0, 141, 16, 33, 0.485, 1, 12, 0.083, 12, 15, 0.8, 8, 14, 22, 10, 7, 3, 3, 18, 45], [1631321, '2024-25', '00', 1610612759, 'SAS', 21.0, 17, 0, 54, 9, 18, 0.5, 3, 7, 0.429, 1, 6, 0.167, 3, 7, 10, 6, 1, 0, 2, 6, 22], [1631321, '2024-25', '00', 1610612757, 'POR', 21.0, 5, 0, 60, 4, 12, 0.333, 0, 6, 0.0, 2, 3, 0.667, 5, 6, 11, 9, 1, 1, 9, 4, 10], [1631321, '2024-25', '00', 0, 'TOT', 21.0, 22, 0, 114, 13, 30, 0.433, 3, 13, 0.231, 3, 9, 0.333, 8, 13, 21, 15, 2, 1, 11, 10, 32]]"
