name,stats_legend,full_stats_according_to_legend
Dalano Banton,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1630625, '2021-22', '00', 1610612761, 'TOR', 22.0, 64, 1, 696, 83, 202, 0.411, 13, 51, 0.255, 26, 44, 0.591, 38, 86, 124, 99, 28, 10, 53, 68, 205], [1630625, '2022-23', '00', 1610612761, 'TOR', 23.0, 31, 2, 279, 55, 130, 0.423, 15, 51, 0.294, 17, 24, 0.708, 11, 34, 45, 36, 13, 13, 18, 34, 142], [1630625, '2023-24', '00', 1610612738, 'BOS', 24.0, 24, 1, 171, 19, 51, 0.373, 2, 16, 0.125, 16, 20, 0.8, 12, 23, 35, 19, 5, 3, 10, 20, 56], [1630625, '2023-24', '00', 1610612757, 'POR', 24.0, 30, 8, 876, 183, 449, 0.408, 57, 183, 0.311, 78, 100, 0.78, 29, 114, 143, 108, 28, 17, 67, 44, 501], [1630625, '2023-24', '00', 0, 'TOT', 24.0, 54, 9, 1047, 202, 500, 0.404, 59, 199, 0.296, 94, 120, 0.783, 41, 137, 178, 127, 33, 20, 77, 64, 557], [1630625, '2024-25', '00', 1610612757, 'POR', 25.0, 67, 7, 1120, 198, 507, 0.391, 72, 222, 0.324, 91, 125, 0.728, 30, 105, 135, 160, 43, 34, 86, 58, 559]]"
Dominick Barlow,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1631230, '2022-23', '00', 1610612759, 'SAS', 20.0, 28, 0, 408, 46, 86, 0.535, 0, 4, 0.0, 18, 25, 0.72, 46, 56, 102, 24, 10, 19, 15, 56, 110], [1631230, '2023-24', '00', 1610612759, 'SAS', 21.0, 33, 1, 420, 56, 113, 0.496, 3, 9, 0.333, 29, 42, 0.69, 45, 68, 113, 36, 12, 14, 9, 47, 144], [1631230, '2024-25', '00', 1610612737, 'ATL', 21.0, 35, 4, 375, 60, 113, 0.531, 7, 27, 0.259, 21, 33, 0.636, 35, 50, 85, 19, 9, 16, 5, 47, 148]]"
Harrison Barnes,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[203084, '2012-13', '00', 1610612744, 'GSW', 21.0, 81, 81, 2058, 276, 628, 0.439, 52, 145, 0.359, 144, 190, 0.758, 53, 280, 333, 98, 52, 14, 101, 140, 748], [203084, '2013-14', '00', 1610612744, 'GSW', 22.0, 78, 24, 2204, 271, 679, 0.399, 66, 190, 0.347, 130, 181, 0.718, 66, 245, 311, 116, 65, 20, 84, 158, 738], [203084, '2014-15', '00', 1610612744, 'GSW', 23.0, 82, 82, 2318, 316, 656, 0.482, 87, 215, 0.405, 108, 150, 0.72, 117, 336, 453, 116, 61, 19, 71, 146, 827], [203084, '2015-16', '00', 1610612744, 'GSW', 24.0, 66, 59, 2042, 295, 633, 0.466, 82, 214, 0.383, 102, 134, 0.761, 77, 248, 325, 117, 41, 10, 57, 136, 774], [203084, '2016-17', '00', 1610612742, 'DAL', 25.0, 79, 79, 2804, 599, 1280, 0.468, 78, 222, 0.351, 242, 281, 0.861, 93, 301, 394, 116, 65, 15, 102, 128, 1518], [203084, '2017-18', '00', 1610612742, 'DAL', 26.0, 77, 77, 2634, 537, 1208, 0.445, 119, 333, 0.357, 259, 313, 0.827, 77, 391, 468, 152, 49, 14, 118, 94, 1452], [203084, '2018-19', '00', 1610612742, 'DAL', 27.0, 49, 49, 1584, 290, 717, 0.404, 121, 311, 0.389, 165, 198, 0.833, 36, 171, 207, 62, 33, 11, 68, 79, 866], [203084, '2018-19', '00', 1610612758, 'SAC', 27.0, 28, 28, 949, 141, 310, 0.455, 53, 130, 0.408, 64, 80, 0.8, 21, 133, 154, 53, 17, 2, 30, 43, 399], [203084, '2018-19', '00', 0, 'TOT', 27.0, 77, 77, 2533, 431, 1027, 0.42, 174, 441, 0.395, 229, 278, 0.824, 57, 304, 361, 115, 50, 13, 98, 122, 1265], [203084, '2019-20', '00', 1610612758, 'SAC', 28.0, 72, 72, 2482, 365, 793, 0.46, 102, 268, 0.381, 214, 267, 0.801, 77, 278, 355, 159, 43, 12, 88, 93, 1046], [203084, '2020-21', '00', 1610612758, 'SAC', 29.0, 58, 58, 2102, 319, 642, 0.497, 100, 256, 0.391, 195, 235, 0.83, 64, 321, 385, 201, 43, 11, 93, 75, 933], [203084, '2021-22', '00', 1610612758, 'SAC', 30.0, 77, 77, 2587, 391, 834, 0.469, 142, 360, 0.394, 341, 413, 0.826, 82, 350, 432, 186, 53, 14, 118, 94, 1265], [203084, '2022-23', '00', 1610612758, 'SAC', 31.0, 82, 82, 2662, 374, 791, 0.473, 132, 353, 0.374, 350, 413, 0.847, 87, 279, 366, 128, 57, 10, 86, 103, 1230], [203084, '2023-24', '00', 1610612758, 'SAC', 32.0, 82, 82, 2381, 347, 732, 0.474, 149, 385, 0.387, 157, 196, 0.801, 67, 182, 249, 99, 54, 12, 58, 98, 1000], [203084, '2024-25', '00', 1610612759, 'SAS', 32.0, 82, 82, 2230, 347, 683, 0.508, 156, 360, 0.433, 161, 199, 0.809, 97, 213, 310, 136, 39, 14, 50, 75, 1011]]"
Scottie Barnes,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1630567, '2021-22', '00', 1610612761, 'TOR', 20.0, 74, 74, 2617, 459, 932, 0.492, 58, 193, 0.301, 158, 215, 0.735, 195, 362, 557, 256, 80, 55, 136, 192, 1134], [1630567, '2022-23', '00', 1610612761, 'TOR', 21.0, 77, 76, 2678, 463, 1016, 0.456, 63, 224, 0.281, 190, 246, 0.772, 179, 333, 512, 371, 83, 61, 154, 170, 1179], [1630567, '2023-24', '00', 1610612761, 'TOR', 22.0, 60, 60, 2094, 447, 942, 0.475, 101, 296, 0.341, 196, 251, 0.781, 141, 353, 494, 363, 75, 88, 165, 118, 1191], [1630567, '2024-25', '00', 1610612761, 'TOR', 23.0, 65, 65, 2134, 474, 1063, 0.446, 76, 280, 0.271, 228, 302, 0.755, 109, 393, 502, 378, 93, 63, 185, 113, 1252]]"
RJ Barrett,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1629628, '2019-20', '00', 1610612752, 'NYK', 20.0, 56, 55, 1704, 292, 727, 0.402, 63, 197, 0.32, 156, 254, 0.614, 50, 229, 279, 143, 55, 17, 124, 122, 803], [1629628, '2020-21', '00', 1610612752, 'NYK', 21.0, 72, 72, 2511, 467, 1060, 0.441, 124, 309, 0.401, 206, 276, 0.746, 68, 346, 414, 217, 53, 20, 139, 188, 1264], [1629628, '2021-22', '00', 1610612752, 'NYK', 22.0, 70, 70, 2417, 487, 1194, 0.408, 138, 404, 0.342, 290, 406, 0.714, 66, 342, 408, 208, 43, 16, 151, 142, 1402], [1629628, '2022-23', '00', 1610612752, 'NYK', 23.0, 73, 73, 2476, 510, 1176, 0.434, 121, 390, 0.31, 290, 392, 0.74, 60, 308, 368, 201, 31, 15, 164, 179, 1431], [1629628, '2023-24', '00', 1610612752, 'NYK', 24.0, 26, 26, 767, 164, 388, 0.423, 43, 130, 0.331, 103, 124, 0.831, 19, 92, 111, 63, 12, 9, 47, 45, 474], [1629628, '2023-24', '00', 1610612761, 'TOR', 24.0, 32, 32, 1072, 272, 492, 0.553, 47, 120, 0.392, 105, 167, 0.629, 34, 170, 204, 130, 19, 13, 79, 84, 696], [1629628, '2023-24', '00', 0, 'TOT', 24.0, 58, 58, 1838, 436, 880, 0.495, 90, 250, 0.36, 208, 291, 0.715, 53, 262, 315, 193, 31, 22, 126, 129, 1170], [1629628, '2024-25', '00', 1610612761, 'TOR', 24.0, 58, 58, 1869, 460, 982, 0.468, 107, 306, 0.35, 196, 311, 0.63, 61, 305, 366, 314, 46, 17, 165, 137, 1223]]"
Jamison Battle,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1642419, '2024-25', '00', 1610612761, 'TOR', 23.0, 59, 10, 1042, 149, 347, 0.429, 105, 259, 0.405, 16, 18, 0.889, 37, 121, 158, 53, 17, 10, 27, 92, 419]]"
Nicolas Batum,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[201587, '2008-09', '00', 1610612757, 'POR', 20.0, 79, 76, 1454, 161, 361, 0.446, 62, 168, 0.369, 42, 52, 0.808, 84, 136, 220, 74, 50, 40, 50, 139, 426], [201587, '2009-10', '00', 1610612757, 'POR', 21.0, 37, 25, 918, 139, 268, 0.519, 54, 132, 0.409, 43, 51, 0.843, 32, 109, 141, 44, 24, 25, 27, 83, 375], [201587, '2010-11', '00', 1610612757, 'POR', 22.0, 80, 67, 2522, 367, 807, 0.455, 118, 342, 0.345, 138, 164, 0.841, 109, 252, 361, 123, 68, 49, 83, 194, 990], [201587, '2011-12', '00', 1610612757, 'POR', 23.0, 59, 34, 1791, 289, 641, 0.451, 107, 274, 0.391, 133, 159, 0.836, 81, 190, 271, 84, 57, 60, 90, 105, 818], [201587, '2012-13', '00', 1610612757, 'POR', 24.0, 73, 73, 2807, 352, 833, 0.423, 165, 444, 0.372, 178, 210, 0.848, 97, 315, 412, 360, 91, 83, 190, 139, 1047], [201587, '2013-14', '00', 1610612757, 'POR', 25.0, 82, 82, 2956, 381, 819, 0.465, 145, 402, 0.361, 163, 203, 0.803, 116, 495, 611, 420, 75, 57, 208, 156, 1070], [201587, '2014-15', '00', 1610612757, 'POR', 26.0, 71, 71, 2380, 240, 600, 0.4, 100, 309, 0.324, 84, 98, 0.857, 62, 354, 416, 341, 78, 40, 132, 106, 664], [201587, '2015-16', '00', 1610612766, 'CHA', 27.0, 70, 70, 2448, 372, 873, 0.426, 139, 399, 0.348, 163, 192, 0.849, 55, 373, 428, 403, 65, 43, 205, 114, 1046], [201587, '2016-17', '00', 1610612766, 'CHA', 28.0, 77, 77, 2617, 393, 975, 0.403, 135, 405, 0.333, 243, 284, 0.856, 46, 435, 481, 456, 86, 29, 194, 109, 1164], [201587, '2017-18', '00', 1610612766, 'CHA', 29.0, 64, 64, 1981, 270, 650, 0.415, 92, 274, 0.336, 108, 130, 0.831, 57, 249, 306, 349, 65, 23, 131, 72, 740], [201587, '2018-19', '00', 1610612766, 'CHA', 30.0, 75, 72, 2354, 253, 562, 0.45, 116, 298, 0.389, 77, 89, 0.865, 71, 319, 390, 247, 71, 43, 117, 140, 699], [201587, '2019-20', '00', 1610612766, 'CHA', 31.0, 22, 3, 505, 28, 81, 0.346, 14, 49, 0.286, 9, 10, 0.9, 25, 75, 100, 66, 17, 8, 22, 41, 79], [201587, '2020-21', '00', 1610612746, 'LAC', 32.0, 67, 38, 1835, 191, 412, 0.464, 110, 272, 0.404, 48, 58, 0.828, 50, 266, 316, 148, 69, 37, 53, 102, 540], [201587, '2021-22', '00', 1610612746, 'LAC', 33.0, 59, 54, 1463, 179, 387, 0.463, 108, 270, 0.4, 25, 38, 0.658, 29, 225, 254, 100, 58, 42, 40, 80, 491], [201587, '2022-23', '00', 1610612746, 'LAC', 34.0, 78, 19, 1710, 160, 381, 0.42, 124, 317, 0.391, 34, 48, 0.708, 62, 237, 299, 121, 54, 44, 50, 149, 478], [201587, '2023-24', '00', 1610612746, 'LAC', 35.0, 3, 0, 54, 3, 8, 0.375, 2, 7, 0.286, 0, 0, 0.0, 0, 7, 7, 5, 3, 4, 1, 5, 8], [201587, '2023-24', '00', 1610612755, 'PHI', 35.0, 57, 38, 1476, 113, 248, 0.456, 71, 178, 0.399, 15, 21, 0.714, 70, 171, 241, 123, 45, 34, 39, 104, 312], [201587, '2023-24', '00', 0, 'TOT', 35.0, 60, 38, 1530, 116, 256, 0.453, 73, 185, 0.395, 15, 21, 0.714, 70, 178, 248, 128, 48, 38, 40, 109, 320], [201587, '2024-25', '00', 1610612746, 'LAC', 36.0, 78, 8, 1367, 104, 238, 0.437, 88, 203, 0.433, 17, 21, 0.81, 47, 171, 218, 84, 52, 36, 34, 111, 313]]"
Damion Baugh,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1641878, '2024-25', '00', 1610612766, 'CHA', 24.0, 15, 2, 370, 42, 130, 0.323, 12, 56, 0.214, 13, 15, 0.867, 14, 36, 50, 56, 15, 2, 31, 22, 109]]"
Bradley Beal,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[203078, '2012-13', '00', 1610612764, 'WAS', 20.0, 56, 46, 1745, 282, 687, 0.41, 91, 236, 0.386, 125, 159, 0.786, 43, 168, 211, 137, 50, 29, 90, 113, 780], [203078, '2013-14', '00', 1610612764, 'WAS', 21.0, 73, 73, 2530, 481, 1149, 0.419, 138, 343, 0.402, 149, 189, 0.788, 54, 219, 273, 243, 71, 18, 128, 153, 1249], [203078, '2014-15', '00', 1610612764, 'WAS', 22.0, 63, 59, 2107, 363, 851, 0.427, 106, 259, 0.409, 130, 166, 0.783, 57, 184, 241, 194, 76, 18, 123, 136, 962], [203078, '2015-16', '00', 1610612764, 'WAS', 23.0, 55, 35, 1708, 359, 799, 0.449, 105, 271, 0.387, 135, 176, 0.767, 41, 147, 188, 162, 54, 11, 112, 117, 958], [203078, '2016-17', '00', 1610612764, 'WAS', 24.0, 77, 77, 2684, 637, 1322, 0.482, 223, 552, 0.404, 282, 342, 0.825, 53, 187, 240, 267, 83, 21, 156, 169, 1779], [203078, '2017-18', '00', 1610612764, 'WAS', 25.0, 82, 82, 2977, 683, 1484, 0.46, 199, 530, 0.375, 292, 369, 0.791, 61, 302, 363, 373, 96, 36, 214, 160, 1857], [203078, '2018-19', '00', 1610612764, 'WAS', 26.0, 82, 82, 3028, 764, 1609, 0.475, 209, 596, 0.351, 362, 448, 0.808, 89, 322, 411, 448, 121, 58, 224, 226, 2099], [203078, '2019-20', '00', 1610612764, 'WAS', 27.0, 57, 57, 2053, 593, 1303, 0.455, 170, 481, 0.353, 385, 457, 0.842, 52, 190, 242, 347, 71, 23, 194, 126, 1741], [203078, '2020-21', '00', 1610612764, 'WAS', 28.0, 60, 60, 2147, 670, 1382, 0.485, 130, 373, 0.349, 408, 459, 0.889, 72, 211, 283, 265, 69, 22, 187, 140, 1878], [203078, '2021-22', '00', 1610612764, 'WAS', 29.0, 40, 40, 1439, 348, 771, 0.451, 63, 210, 0.3, 169, 203, 0.833, 38, 151, 189, 265, 36, 15, 135, 95, 928], [203078, '2022-23', '00', 1610612764, 'WAS', 30.0, 50, 50, 1673, 444, 878, 0.506, 80, 219, 0.365, 192, 228, 0.842, 41, 155, 196, 271, 45, 33, 145, 107, 1160], [203078, '2023-24', '00', 1610612756, 'PHX', 31.0, 53, 53, 1767, 377, 735, 0.513, 101, 235, 0.43, 109, 134, 0.813, 54, 178, 232, 265, 52, 27, 131, 127, 964], [203078, '2024-25', '00', 1610612756, 'PHX', 31.0, 53, 38, 1702, 345, 694, 0.497, 102, 264, 0.386, 110, 137, 0.803, 34, 143, 177, 195, 58, 28, 99, 136, 902]]"
Malik Beasley,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1627736, '2016-17', '00', 1610612743, 'DEN', 20.0, 22, 1, 165, 33, 73, 0.452, 9, 28, 0.321, 8, 10, 0.8, 5, 12, 17, 11, 7, 0, 8, 10, 83], [1627736, '2017-18', '00', 1610612743, 'DEN', 21.0, 62, 0, 583, 73, 178, 0.41, 28, 82, 0.341, 22, 33, 0.667, 14, 57, 71, 31, 15, 7, 24, 36, 196], [1627736, '2018-19', '00', 1610612743, 'DEN', 22.0, 81, 18, 1879, 349, 737, 0.474, 163, 405, 0.402, 56, 66, 0.848, 35, 165, 200, 97, 55, 10, 55, 116, 917], [1627736, '2019-20', '00', 1610612743, 'DEN', 23.0, 41, 0, 746, 117, 301, 0.389, 58, 161, 0.36, 33, 38, 0.868, 9, 68, 77, 48, 31, 6, 36, 50, 325], [1627736, '2019-20', '00', 1610612750, 'MIN', 23.0, 14, 14, 463, 110, 233, 0.472, 49, 115, 0.426, 21, 28, 0.75, 9, 62, 71, 27, 9, 2, 21, 27, 290], [1627736, '2019-20', '00', 0, 'TOT', 23.0, 55, 14, 1209, 227, 534, 0.425, 107, 276, 0.388, 54, 66, 0.818, 18, 130, 148, 75, 40, 8, 57, 77, 615], [1627736, '2020-21', '00', 1610612750, 'MIN', 24.0, 37, 36, 1214, 264, 600, 0.44, 128, 321, 0.399, 68, 80, 0.85, 28, 134, 162, 88, 30, 7, 60, 62, 724], [1627736, '2021-22', '00', 1610612750, 'MIN', 25.0, 79, 18, 1976, 332, 850, 0.391, 240, 637, 0.377, 49, 60, 0.817, 26, 201, 227, 116, 43, 12, 43, 88, 953], [1627736, '2022-23', '00', 1610612762, 'UTA', 26.0, 55, 13, 1472, 265, 669, 0.396, 169, 471, 0.359, 37, 44, 0.841, 27, 170, 197, 93, 44, 8, 60, 75, 736], [1627736, '2022-23', '00', 1610612747, 'LAL', 26.0, 26, 14, 621, 105, 268, 0.392, 66, 187, 0.353, 13, 21, 0.619, 8, 78, 86, 31, 21, 1, 30, 32, 289], [1627736, '2022-23', '00', 0, 'TOT', 26.0, 81, 27, 2093, 370, 937, 0.395, 235, 658, 0.357, 50, 65, 0.769, 35, 248, 283, 124, 65, 9, 90, 107, 1025], [1627736, '2023-24', '00', 1610612749, 'MIL', 27.0, 79, 77, 2337, 320, 722, 0.443, 224, 542, 0.413, 25, 35, 0.714, 41, 249, 290, 108, 59, 9, 54, 158, 889], [1627736, '2024-25', '00', 1610612765, 'DET', 28.0, 82, 18, 2283, 461, 1071, 0.43, 319, 766, 0.416, 95, 140, 0.679, 47, 167, 214, 139, 73, 5, 83, 125, 1336]]"
MarJon Beauchamp,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1630699, '2022-23', '00', 1610612749, 'MIL', 22.0, 52, 11, 701, 96, 243, 0.395, 47, 142, 0.331, 27, 37, 0.73, 38, 77, 115, 35, 21, 7, 45, 71, 266], [1630699, '2023-24', '00', 1610612749, 'MIL', 23.0, 48, 1, 608, 81, 166, 0.488, 30, 75, 0.4, 19, 28, 0.679, 22, 77, 99, 31, 13, 7, 27, 54, 211], [1630699, '2024-25', '00', 1610612749, 'MIL', 24.0, 26, 0, 122, 18, 47, 0.383, 7, 21, 0.333, 9, 12, 0.75, 7, 25, 32, 8, 3, 1, 13, 10, 52], [1630699, '2024-25', '00', 1610612746, 'LAC', 24.0, 3, 0, 17, 4, 7, 0.571, 2, 3, 0.667, 2, 4, 0.5, 2, 1, 3, 2, 0, 0, 1, 2, 12], [1630699, '2024-25', '00', 1610612752, 'NYK', 24.0, 6, 0, 17, 5, 11, 0.455, 1, 5, 0.2, 4, 4, 1.0, 2, 7, 9, 1, 1, 0, 1, 2, 15], [1630699, '2024-25', '00', 0, 'TOT', 24.0, 35, 0, 156, 27, 65, 0.415, 10, 29, 0.345, 15, 20, 0.75, 11, 33, 44, 11, 4, 1, 15, 14, 79]]"
Reece Beekman,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1641736, '2024-25', '00', 1610612744, 'GSW', 23.0, 2, 0, 4, 1, 1, 1.0, 0, 0, 0.0, 0, 0, 0.0, 1, 0, 1, 1, 1, 0, 0, 1, 2], [1641736, '2024-25', '00', 1610612751, 'BKN', 23.0, 34, 4, 465, 34, 106, 0.321, 7, 40, 0.175, 16, 21, 0.762, 12, 26, 38, 62, 32, 2, 21, 35, 91], [1641736, '2024-25', '00', 0, 'TOT', 23.0, 36, 4, 469, 35, 107, 0.327, 7, 40, 0.175, 16, 21, 0.762, 13, 26, 39, 63, 33, 2, 21, 36, 93]]"
Saddiq Bey,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1630180, '2020-21', '00', 1610612765, 'DET', 22.0, 70, 53, 1909, 279, 691, 0.404, 175, 460, 0.38, 124, 147, 0.844, 43, 275, 318, 95, 52, 14, 60, 110, 857], [1630180, '2021-22', '00', 1610612765, 'DET', 23.0, 82, 82, 2704, 450, 1136, 0.396, 211, 610, 0.346, 210, 254, 0.827, 107, 334, 441, 233, 73, 16, 96, 128, 1321], [1630180, '2022-23', '00', 1610612765, 'DET', 24.0, 52, 30, 1500, 245, 606, 0.404, 101, 293, 0.345, 180, 209, 0.861, 59, 183, 242, 84, 50, 12, 54, 86, 771], [1630180, '2022-23', '00', 1610612737, 'ATL', 24.0, 25, 7, 629, 108, 230, 0.47, 50, 125, 0.4, 25, 29, 0.862, 39, 81, 120, 34, 20, 1, 17, 37, 291], [1630180, '2022-23', '00', 0, 'TOT', 24.0, 77, 37, 2129, 353, 836, 0.422, 151, 418, 0.361, 205, 238, 0.861, 98, 264, 362, 118, 70, 13, 71, 123, 1062], [1630180, '2023-24', '00', 1610612737, 'ATL', 25.0, 63, 51, 2062, 290, 697, 0.416, 113, 358, 0.316, 170, 203, 0.837, 167, 244, 411, 92, 51, 11, 54, 88, 863]]"
Goga Bitadze,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1629048, '2019-20', '00', 1610612754, 'IND', 20.0, 54, 2, 471, 70, 150, 0.467, 8, 42, 0.19, 24, 33, 0.727, 25, 81, 106, 23, 10, 37, 28, 65, 172], [1629048, '2020-21', '00', 1610612754, 'IND', 21.0, 45, 3, 561, 83, 194, 0.428, 20, 79, 0.253, 45, 61, 0.738, 60, 90, 150, 37, 9, 60, 17, 94, 231], [1629048, '2021-22', '00', 1610612754, 'IND', 22.0, 50, 16, 729, 131, 252, 0.52, 23, 80, 0.288, 64, 94, 0.681, 79, 98, 177, 55, 21, 42, 46, 107, 349], [1629048, '2022-23', '00', 1610612754, 'IND', 23.0, 21, 0, 202, 27, 52, 0.519, 4, 14, 0.286, 11, 24, 0.458, 25, 24, 49, 18, 9, 10, 12, 34, 69], [1629048, '2022-23', '00', 1610612753, 'ORL', 23.0, 17, 1, 255, 42, 73, 0.575, 2, 12, 0.167, 12, 18, 0.667, 36, 52, 88, 21, 7, 16, 10, 30, 98], [1629048, '2022-23', '00', 0, 'TOT', 23.0, 38, 1, 457, 69, 125, 0.552, 6, 26, 0.231, 23, 42, 0.548, 61, 76, 137, 39, 16, 26, 22, 64, 167], [1629048, '2023-24', '00', 1610612753, 'ORL', 24.0, 62, 33, 957, 126, 209, 0.603, 2, 14, 0.143, 57, 87, 0.655, 109, 177, 286, 79, 32, 72, 44, 107, 311], [1629048, '2024-25', '00', 1610612753, 'ORL', 25.0, 70, 42, 1429, 207, 339, 0.611, 3, 28, 0.107, 85, 133, 0.639, 167, 296, 463, 137, 49, 98, 72, 150, 502]]"
